source_file,source_url,script_src
how-we-do-it.html,/how-we-do-it,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollToPlugin.min.js
how-we-do-it.html,/how-we-do-it,https://cdnjs.cloudflare.com/ajax/libs/three.js/r128/three.min.js
how-we-do-it.html,/how-we-do-it,shared.js
how-we-do-it.html,/how-we-do-it,shared.js
index.html,/,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
index.html,/,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
index.html,/,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollToPlugin.min.js
index.html,/,https://cdnjs.cloudflare.com/ajax/libs/three.js/r128/three.min.js
index.html,/,shared.js
industries.html,/industries,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
industries.html,/industries,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
industries.html,/industries,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
industries.html,/industries,shared.js
industries.html,/industries,shared.js
managed-programs.html,/managed-programs,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
managed-programs.html,/managed-programs,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
managed-programs.html,/managed-programs,shared.js
our-focus/ai-adoption/index.html,/our-focus/ai-adoption,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
our-focus/ai-adoption/index.html,/our-focus/ai-adoption,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
our-focus/ai-adoption/index.html,/our-focus/ai-adoption,shared.js
our-focus/ai-adoption/index.html,/our-focus/ai-adoption,shared.js
our-focus/ai-first-digital-engineering/index.html,/our-focus/ai-first-digital-engineering,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
our-focus/ai-first-digital-engineering/index.html,/our-focus/ai-first-digital-engineering,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
our-focus/ai-first-digital-engineering/index.html,/our-focus/ai-first-digital-engineering,shared.js
our-focus/ai-first-digital-engineering/index.html,/our-focus/ai-first-digital-engineering,shared.js
our-focus/cost-and-efficiency/index.html,/our-focus/cost-and-efficiency,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
our-focus/cost-and-efficiency/index.html,/our-focus/cost-and-efficiency,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
our-focus/cost-and-efficiency/index.html,/our-focus/cost-and-efficiency,shared.js
our-focus/cost-and-efficiency/index.html,/our-focus/cost-and-efficiency,shared.js
our-focus/digital-experience/index.html,/our-focus/digital-experience,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
our-focus/digital-experience/index.html,/our-focus/digital-experience,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
our-focus/digital-experience/index.html,/our-focus/digital-experience,shared.js
our-focus/digital-experience/index.html,/our-focus/digital-experience,shared.js
our-focus/index.html,/our-focus,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
our-focus/index.html,/our-focus,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
our-focus/index.html,/our-focus,shared.js
our-focus/index.html,/our-focus,shared.js
our-focus/risk-and-compliance/index.html,/our-focus/risk-and-compliance,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
our-focus/risk-and-compliance/index.html,/our-focus/risk-and-compliance,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
our-focus/risk-and-compliance/index.html,/our-focus/risk-and-compliance,shared.js
our-focus/risk-and-compliance/index.html,/our-focus/risk-and-compliance,shared.js
partner-ecosystem.html,/partner-ecosystem,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
partner-ecosystem.html,/partner-ecosystem,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
partner-ecosystem.html,/partner-ecosystem,shared.js
partners/guidewire/index.html,/partners/guidewire,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
partners/guidewire/index.html,/partners/guidewire,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
partners/guidewire/index.html,/partners/guidewire,/shared.js
partners/index.html,/partners,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
partners/index.html,/partners,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
partners/index.html,/partners,shared.js
partners/jack-henry/index.html,/partners/jack-henry,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
partners/jack-henry/index.html,/partners/jack-henry,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
partners/jack-henry/index.html,/partners/jack-henry,/shared.js
partners/servicenow/index.html,/partners/servicenow,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
partners/servicenow/index.html,/partners/servicenow,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
partners/servicenow/index.html,/partners/servicenow,/shared.js
risk-compliance.html,/risk-compliance,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
risk-compliance.html,/risk-compliance,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
risk-compliance.html,/risk-compliance,shared.js
risk-compliance.html,/risk-compliance,shared.js
security-governance.html,/security-governance,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
security-governance.html,/security-governance,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
security-governance.html,/security-governance,shared.js
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
solutions/ai-upskilling/index.html,/solutions/ai-upskilling,shared.js
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
solutions/gcc-and-nearshore/index.html,/solutions/gcc-and-nearshore,shared.js
solutions/index.html,/solutions,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
solutions/index.html,/solutions,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
solutions/index.html,/solutions,shared.js
solutions/managed-programs/index.html,/solutions/managed-programs,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
solutions/managed-programs/index.html,/solutions/managed-programs,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
solutions/managed-programs/index.html,/solutions/managed-programs,shared.js
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
solutions/teams-as-a-service/index.html,/solutions/teams-as-a-service,shared.js
solutions/technology-consulting/index.html,/solutions/technology-consulting,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
solutions/technology-consulting/index.html,/solutions/technology-consulting,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
solutions/technology-consulting/index.html,/solutions/technology-consulting,shared.js
success-stories/index.html,/success-stories,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
success-stories/index.html,/success-stories,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
success-stories/index.html,/success-stories,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
success-stories/index.html,/success-stories,shared.js
success-stories/index.html,/success-stories,shared.js
teams-as-a-service.html,/teams-as-a-service,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
teams-as-a-service.html,/teams-as-a-service,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
teams-as-a-service.html,/teams-as-a-service,shared.js
technology-consulting.html,/technology-consulting,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
technology-consulting.html,/technology-consulting,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
technology-consulting.html,/technology-consulting,shared.js
what-we-solve.html,/what-we-solve,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/gsap.min.js
what-we-solve.html,/what-we-solve,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollTrigger.min.js
what-we-solve.html,/what-we-solve,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/ScrollToPlugin.min.js
what-we-solve.html,/what-we-solve,https://cdnjs.cloudflare.com/ajax/libs/gsap/3.12.5/Draggable.min.js
what-we-solve.html,/what-we-solve,shared.js
