url,file,category,issue
/ai-adoption,ai-adoption.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png
/ai-adoption,ai-adoption.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png
/ai-adoption,ai-adoption.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png
/ai-adoption,ai-adoption.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png
/ai-adoption,ai-adoption.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779991297/13_zi7wmp.png
/ai-adoption,ai-adoption.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779991296/14_hhdqh7.png
/ai-adoption,ai-adoption.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779991300/15_sfz534.png
/ai-and-data,ai-and-data.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779994286/34_ncgiuz.png
/ai-and-data,ai-and-data.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779994287/35_wa7bjj.png
/ai-and-data,ai-and-data.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779994287/36_q8jhwq.png
/ai-and-data,ai-and-data.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646704/7_vmwgl8.png
/ai-and-data,ai-and-data.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646705/8_tdax9f.png
/ai-and-data,ai-and-data.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646698/9_kwym5i.png
/ai-and-data,ai-and-data.html,Accessibility,Image missing alt text: ${d.imgs.p1}
/ai-and-data,ai-and-data.html,Accessibility,Image missing alt text: ${d.imgs.p2}
/ai-and-data,ai-and-data.html,Accessibility,Image missing alt text: ${d.imgs.shield}
/ai-and-data,ai-and-data.html,Accessibility,Image missing alt text: ${d.imgs.dash}
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778616276/9_sg1ssf.png
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778616276/10_vklfrz.png
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778616276/11_ojaddh.png
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778615984/1_rsqe5e.png
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778615985/2_rqynuj.png
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778615983/3_gt3g7i.png
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778614980/4_ywqbo9.png
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778614983/5_eokkdp.png
/ai-first-digital-engineering,ai-first-digital-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778614981/6_xp1ryj.png
/ai-innovation,ai-innovation.html,SEO,Missing meta description
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645514/12_fqkmxq.png
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645515/13_otvcxp.png
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645514/14_vsqdxw.png
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646704/7_vmwgl8.png
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646705/8_tdax9f.png
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646698/9_kwym5i.png
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: ${d.imgs.p1}
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: ${d.imgs.p2}
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: ${d.imgs.shield}
/ai-led-engineering,ai-led-engineering.html,Accessibility,Image missing alt text: ${d.imgs.dash}
/ai-upskilling,ai-upskilling.html,SEO,Missing meta description
/ai-upskilling,ai-upskilling.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780294854/63f34698f565c005a29820ab6de35ef32cf5ac
/ai-upskilling,ai-upskilling.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780295659/53_jo5x8m.png
/ai-upskilling,ai-upskilling.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780295659/54_xggjcq.png
/ai-upskilling,ai-upskilling.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780295659/55_gjigb4.png
/ai-upskilling,ai-upskilling.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780297225/22_ioe0kc.png
/ai-upskilling,ai-upskilling.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780297225/23_fpkwrt.png
/ai-upskilling,ai-upskilling.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780297225/24_glizc1.png
/ai-upskilling,ai-upskilling.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780298821/16_yfwmw4.png
/ai-upskilling,ai-upskilling.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780298830/17_pysdef.png
/ai-upskilling,ai-upskilling.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780298828/18_ju1rap.png
/banking-financial-services,banking-financial-services/index.html,Content/SEO,Multiple H1s found: 2
/banking-financial-services,banking-financial-services/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303691/19_kdbrye.png
/banking-financial-services,banking-financial-services/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303691/19_kdbrye.png
/banking-financial-services,banking-financial-services/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303691/19_kdbrye.png
/banking-financial-services,banking-financial-services.html,Content/SEO,Multiple H1s found: 2
/banking-financial-services,banking-financial-services.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303691/19_kdbrye.png
/banking-financial-services,banking-financial-services.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303691/19_kdbrye.png
/banking-financial-services,banking-financial-services.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780303691/19_kdbrye.png
/capabilities/ai-and-data,capabilities/ai-and-data/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779994286/34_ncgiuz.png
/capabilities/ai-and-data,capabilities/ai-and-data/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779994287/35_wa7bjj.png
/capabilities/ai-and-data,capabilities/ai-and-data/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1779994287/36_q8jhwq.png
/capabilities/ai-and-data,capabilities/ai-and-data/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646704/7_vmwgl8.png
/capabilities/ai-and-data,capabilities/ai-and-data/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646705/8_tdax9f.png
/capabilities/ai-and-data,capabilities/ai-and-data/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646698/9_kwym5i.png
/capabilities/ai-and-data,capabilities/ai-and-data/index.html,Accessibility,Image missing alt text: ${d.imgs.p1}
/capabilities/ai-and-data,capabilities/ai-and-data/index.html,Accessibility,Image missing alt text: ${d.imgs.p2}
/capabilities/ai-and-data,capabilities/ai-and-data/index.html,Accessibility,Image missing alt text: ${d.imgs.shield}
/capabilities/ai-and-data,capabilities/ai-and-data/index.html,Accessibility,Image missing alt text: ${d.imgs.dash}
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645514/12_fqkmxq.png
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645515/13_otvcxp.png
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645514/14_vsqdxw.png
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646704/7_vmwgl8.png
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646705/8_tdax9f.png
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646698/9_kwym5i.png
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: ${d.imgs.p1}
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: ${d.imgs.p2}
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: ${d.imgs.shield}
/capabilities/ai-led-engineering,capabilities/ai-led-engineering/index.html,Accessibility,Image missing alt text: ${d.imgs.dash}
/capabilities/cloud-and-infrastructure-engineering,capabilities/cloud-and-infrastructure-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645514/12_fqkmxq.png
/capabilities/cloud-and-infrastructure-engineering,capabilities/cloud-and-infrastructure-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645515/13_otvcxp.png
/capabilities/cloud-and-infrastructure-engineering,capabilities/cloud-and-infrastructure-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645514/14_vsqdxw.png
/capabilities/cloud-and-infrastructure-engineering,capabilities/cloud-and-infrastructure-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646704/7_vmwgl8.png
/capabilities/cloud-and-infrastructure-engineering,capabilities/cloud-and-infrastructure-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646705/8_tdax9f.png
/capabilities/cloud-and-infrastructure-engineering,capabilities/cloud-and-infrastructure-engineering/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646698/9_kwym5i.png
/capabilities/cloud-and-infrastructure-engineering,capabilities/cloud-and-infrastructure-engineering/index.html,Accessibility,Image missing alt text: ${d.imgs.p1}
/capabilities/cloud-and-infrastructure-engineering,capabilities/cloud-and-infrastructure-engineering/index.html,Accessibility,Image missing alt text: ${d.imgs.p2}
/capabilities/cloud-and-infrastructure-engineering,capabilities/cloud-and-infrastructure-engineering/index.html,Accessibility,Image missing alt text: ${d.imgs.shield}
/capabilities/cloud-and-infrastructure-engineering,capabilities/cloud-and-infrastructure-engineering/index.html,Accessibility,Image missing alt text: ${d.imgs.dash}
/capabilities/digital-operations-and-security,capabilities/digital-operations-and-security/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780026818/37_l5xezt.png
/capabilities/digital-operations-and-security,capabilities/digital-operations-and-security/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780026818/38_gbcycu.png
/capabilities/digital-operations-and-security,capabilities/digital-operations-and-security/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780026818/39_sasun0.png
/capabilities/digital-operations-and-security,capabilities/digital-operations-and-security/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646704/7_vmwgl8.png
/capabilities/digital-operations-and-security,capabilities/digital-operations-and-security/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646705/8_tdax9f.png
/capabilities/digital-operations-and-security,capabilities/digital-operations-and-security/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646698/9_kwym5i.png
/capabilities/digital-operations-and-security,capabilities/digital-operations-and-security/index.html,Accessibility,Image missing alt text: ${d.imgs.p1}
/capabilities/digital-operations-and-security,capabilities/digital-operations-and-security/index.html,Accessibility,Image missing alt text: ${d.imgs.p2}
/capabilities/digital-operations-and-security,capabilities/digital-operations-and-security/index.html,Accessibility,Image missing alt text: ${d.imgs.shield}
/capabilities/digital-operations-and-security,capabilities/digital-operations-and-security/index.html,Accessibility,Image missing alt text: ${d.imgs.dash}
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645514/12_fqkmxq.png
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645515/13_otvcxp.png
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778645514/14_vsqdxw.png
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/Dynatrace_1_t3ayxc.png
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/ServiceNow_1_plissc.png
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Boomi_1_kvrpcd.png
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869311/GuideWire_logo_color_1_whi7lu.png
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/RingCentral_1_zjcj4f.png
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1777869312/Informatica_1_gkhjs0.png
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646704/7_vmwgl8.png
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646705/8_tdax9f.png
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1778646698/9_kwym5i.png
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: ${d.imgs.p1}
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: ${d.imgs.p2}
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: ${d.imgs.shield}
/capabilities,capabilities/index.html,Accessibility,Image missing alt text: ${d.imgs.dash}
/capabilities/security-and-governance,capabilities/security-and-governance/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780032040/40_djh2cq.png
/capabilities/security-and-governance,capabilities/security-and-governance/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780032040/41_sxar5k.png
/capabilities/security-and-governance,capabilities/security-and-governance/index.html,Accessibility,Image missing alt text: https://res.cloudinary.com/dden4hawr/image/upload/v1780032040/42_ysyekf.png
/capabilities/security-and-governance,capabilities/security-and-governance/index.html,Accessibility,Image missing alt text: https://plus.unsplash.com/premium_photo-1681843039768-0e22b7a031d5?q=80&w=1172&auto=format&fit=crop&
