source_file,source_url,label,href,class
about.html,/about,How we Do it,how-we-do-it.html,dummy-nav-link
about.html,/about,How we Deliver,how-we-deliver.html,dummy-nav-link
about.html,/about,AI &amp; Innovation,ai-innovation.html,dummy-nav-link
about.html,/about,Industries,industries.html,dummy-nav-link
about.html,/about,Partner Ecosystem,partner-ecosystem.html,dummy-nav-link
about.html,/about,About,about.html,dummy-nav-link
ai-adoption.html,/ai-adoption,Explore CAFE Framework →,#,solution-link
ai-adoption.html,/ai-adoption,Explore HALO Framework →,#,solution-link
ai-adoption.html,/ai-adoption,Explore PACE Platform →,#,solution-link
ai-adoption.html,/ai-adoption,Get Started,#consultation,em-cta
ai-adoption.html,/ai-adoption,"AI LAB 
           AI Readiness & Strategic Planning",#,
ai-adoption.html,/ai-adoption,"CoEs 
           Responsible AI & Production Governance",#,
ai-adoption.html,/ai-adoption,"Accelerators 
           Enterprise AI Pilots",#,
ai-adoption.html,/ai-adoption,"All
        insights",#,
ai-adoption.html,/ai-adoption,Read,#,insight-readlink
ai-adoption.html,/ai-adoption,Read,#,insight-readlink
ai-adoption.html,/ai-adoption,Read,#,insight-readlink
ai-adoption.html,/ai-adoption,Speak to our team  →,#,
ai-adoption.html,/ai-adoption,Start the conversation,#contact,cta-btn cta-band-btn
ai-and-data.html,/ai-and-data,Read more,#,acc-readmore
ai-and-data.html,/ai-and-data,Read more,#,acc-readmore
ai-and-data.html,/ai-and-data,Read more,#,acc-readmore
ai-and-data.html,/ai-and-data,"AI LAB 
           Data Strategy & Engineering",#,
ai-and-data.html,/ai-and-data,"COES 
           Advanced Analytics & AI",#,
ai-and-data.html,/ai-and-data,"ACCELERATORS 
           Visualization & Decision-Making",#,
ai-and-data.html,/ai-and-data,"All
        insights",#,
ai-and-data.html,/ai-and-data,Read,#,insight-readlink
ai-and-data.html,/ai-and-data,Read,#,insight-readlink
ai-and-data.html,/ai-and-data,Read,#,insight-readlink
ai-and-data.html,/ai-and-data,Speak to our team  →,#,
ai-and-data.html,/ai-and-data,Request a Data Assessment,#contact,cta-btn cta-band-btn
ai-first-digital-engineering.html,/ai-first-digital-engineering,Explore Modernization →,#,solution-link
ai-first-digital-engineering.html,/ai-first-digital-engineering,Explore Cloud Engineering →,#,solution-link
ai-first-digital-engineering.html,/ai-first-digital-engineering,Learn About Teams-as-a-Service →,#,solution-link
ai-first-digital-engineering.html,/ai-first-digital-engineering,Get Started,#consultation,em-cta
ai-first-digital-engineering.html,/ai-first-digital-engineering,"Modernization Hub 
           Core &amp; Legacy Modernization",#,
ai-first-digital-engineering.html,/ai-first-digital-engineering,"Cloud CoE 
           Cloud Transformation &amp; Continuous Modernization",#,
ai-first-digital-engineering.html,/ai-first-digital-engineering,"AI Accelerators 
           Enterprise AI Enablement",#,
ai-first-digital-engineering.html,/ai-first-digital-engineering,"Intelligent Ops 
           Digital Operations",#,
ai-first-digital-engineering.html,/ai-first-digital-engineering,"All
        insights",#,
ai-first-digital-engineering.html,/ai-first-digital-engineering,Read,#,insight-readlink
ai-first-digital-engineering.html,/ai-first-digital-engineering,Read,#,insight-readlink
ai-first-digital-engineering.html,/ai-first-digital-engineering,Read,#,insight-readlink
ai-first-digital-engineering.html,/ai-first-digital-engineering,Speak to our team  →,#,
ai-first-digital-engineering.html,/ai-first-digital-engineering,Start the conversation,#contact,cta-btn cta-band-btn
ai-innovation.html,/ai-innovation,Talk to us,index.html#contact,btn-p
ai-innovation.html,/ai-innovation,Back to Home,index.html,btn-g
ai-innovation.html,/ai-innovation,Get in touch,index.html#contact,btn-p
ai-innovation.html,/ai-innovation,← Homepage,index.html,dummy-nav-link
ai-innovation.html,/ai-innovation,What we Solve,what-we-solve.html,dummy-nav-link
ai-innovation.html,/ai-innovation,How we Do it,how-we-do-it.html,dummy-nav-link
ai-innovation.html,/ai-innovation,How we Deliver,how-we-deliver.html,dummy-nav-link
ai-innovation.html,/ai-innovation,AI &amp; Innovation,ai-innovation.html,dummy-nav-link
ai-innovation.html,/ai-innovation,Industries,industries.html,dummy-nav-link
ai-innovation.html,/ai-innovation,Partner Ecosystem,partner-ecosystem.html,dummy-nav-link
ai-innovation.html,/ai-innovation,About,about.html,dummy-nav-link
ai-led-engineering.html,/ai-led-engineering,Read more,#,acc-readmore
ai-led-engineering.html,/ai-led-engineering,Read more,#,acc-readmore
ai-led-engineering.html,/ai-led-engineering,Read more,#,acc-readmore
ai-led-engineering.html,/ai-led-engineering,"AI LAB 
           Application &amp; Platform Engineering",#,
ai-led-engineering.html,/ai-led-engineering,"COES 
           Microservices &amp; Modern Architectures",#,
ai-led-engineering.html,/ai-led-engineering,"ACCELERATORS 
           Cloud Engineering &amp; Transformation",#,
ai-led-engineering.html,/ai-led-engineering,"INTELLIGENT OPS 
           Cloud Engineering &amp; Transformation",#,
ai-led-engineering.html,/ai-led-engineering,"All
        insights",#,
ai-led-engineering.html,/ai-led-engineering,Read,#,insight-readlink
ai-led-engineering.html,/ai-led-engineering,Read,#,insight-readlink
ai-led-engineering.html,/ai-led-engineering,Read,#,insight-readlink
ai-led-engineering.html,/ai-led-engineering,Speak to our team  →,#,
ai-led-engineering.html,/ai-led-engineering,Start the conversation,#contact,cta-btn cta-band-btn
ai-upskilling.html,/ai-upskilling,"Enterprise AI Enablement  
           Data & AI Strategy",#,
ai-upskilling.html,/ai-upskilling,"Nearshore Delivery 
           Digital Experience Transformation",#,
ai-upskilling.html,/ai-upskilling,"AI-Led Engineering  
           Automation Solutions One-line descriptor",#,
ai-upskilling.html,/ai-upskilling,"All
        insights",#,
ai-upskilling.html,/ai-upskilling,Read,#,insight-readlink
ai-upskilling.html,/ai-upskilling,Read,#,insight-readlink
ai-upskilling.html,/ai-upskilling,Read,#,insight-readlink
ai-upskilling.html,/ai-upskilling,Speak to our team  →,#,
ai-upskilling.html,/ai-upskilling,Start the conversation,#contact,cta-btn cta-band-btn
banking-financial-services/index.html,/banking-financial-services,All insights,#,
banking-financial-services/index.html,/banking-financial-services,Read more,#,insight-readlink
banking-financial-services/index.html,/banking-financial-services,Read more,#,insight-readlink
banking-financial-services/index.html,/banking-financial-services,Read more,#,insight-readlink
banking-financial-services/index.html,/banking-financial-services,Schedule a Discovery Call,#contact,cta-band-btn-primary cta-band-btn
banking-financial-services/index.html,/banking-financial-services,Download Capabilities Deck,#,cta-band-btn-outline
banking-financial-services.html,/banking-financial-services,All insights,#,
banking-financial-services.html,/banking-financial-services,Read more,#,insight-readlink
banking-financial-services.html,/banking-financial-services,Read more,#,insight-readlink
banking-financial-services.html,/banking-financial-services,Read more,#,insight-readlink
banking-financial-services.html,/banking-financial-services,Schedule a Discovery Call,#contact,cta-band-btn-primary cta-band-btn
banking-financial-services.html,/banking-financial-services,Download Capabilities Deck,#,cta-band-btn-outline
capabilities/ai-and-data/index.html,/capabilities/ai-and-data,Read more,#,acc-readmore
capabilities/ai-and-data/index.html,/capabilities/ai-and-data,Read more,#,acc-readmore
capabilities/ai-and-data/index.html,/capabilities/ai-and-data,Read more,#,acc-readmore
capabilities/ai-and-data/index.html,/capabilities/ai-and-data,"AI LAB 
           Data Strategy & Engineering",#,
capabilities/ai-and-data/index.html,/capabilities/ai-and-data,"COES 
           Advanced Analytics & AI",#,
capabilities/ai-and-data/index.html,/capabilities/ai-and-data,"ACCELERATORS 
           Visualization & Decision-Making",#,
capabilities/ai-and-data/index.html,/capabilities/ai-and-data,"All
        insights",#,
capabilities/ai-and-data/index.html,/capabilities/ai-and-data,Read,#,insight-readlink
capabilities/ai-and-data/index.html,/capabilities/ai-and-data,Read,#,insight-readlink
capabilities/ai-and-data/index.html,/capabilities/ai-and-data,Read,#,insight-readlink
capabilities/ai-and-data/index.html,/capabilities/ai-and-data,Speak to our team  →,#,
capabilities/ai-and-data/index.html,/capabilities/ai-and-data,Request a Data Assessment,#contact,cta-btn cta-band-btn
capabilities/ai-led-engineering/index.html,/capabilities/ai-led-engineering,Read more,#,acc-readmore
capabilities/ai-led-engineering/index.html,/capabilities/ai-led-engineering,Read more,#,acc-readmore
capabilities/ai-led-engineering/index.html,/capabilities/ai-led-engineering,Read more,#,acc-readmore
capabilities/ai-led-engineering/index.html,/capabilities/ai-led-engineering,"AI LAB 
           Application &amp; Platform Engineering",#,
capabilities/ai-led-engineering/index.html,/capabilities/ai-led-engineering,"COES 
           Microservices &amp; Modern Architectures",#,
capabilities/ai-led-engineering/index.html,/capabilities/ai-led-engineering,"ACCELERATORS 
           Cloud Engineering &amp; Transformation",#,
capabilities/ai-led-engineering/index.html,/capabilities/ai-led-engineering,"INTELLIGENT OPS 
           Cloud Engineering &amp; Transformation",#,
capabilities/ai-led-engineering/index.html,/capabilities/ai-led-engineering,"All
        insights",#,
capabilities/ai-led-engineering/index.html,/capabilities/ai-led-engineering,Read,#,insight-readlink
capabilities/ai-led-engineering/index.html,/capabilities/ai-led-engineering,Read,#,insight-readlink
capabilities/ai-led-engineering/index.html,/capabilities/ai-led-engineering,Read,#,insight-readlink
capabilities/ai-led-engineering/index.html,/capabilities/ai-led-engineering,Speak to our team  →,#,
capabilities/ai-led-engineering/index.html,/capabilities/ai-led-engineering,Start the conversation,#contact,cta-btn cta-band-btn
capabilities/cloud-and-infrastructure-engineering/index.html,/capabilities/cloud-and-infrastructure-engineering,Read more,#,acc-readmore
capabilities/cloud-and-infrastructure-engineering/index.html,/capabilities/cloud-and-infrastructure-engineering,Read more,#,acc-readmore
capabilities/cloud-and-infrastructure-engineering/index.html,/capabilities/cloud-and-infrastructure-engineering,Read more,#,acc-readmore
capabilities/cloud-and-infrastructure-engineering/index.html,/capabilities/cloud-and-infrastructure-engineering,"AI LAB 
           Cloud Strategy & Migration",#,
capabilities/cloud-and-infrastructure-engineering/index.html,/capabilities/cloud-and-infrastructure-engineering,"COES 
           DevOps & Site Reliability Engineering",#,
capabilities/cloud-and-infrastructure-engineering/index.html,/capabilities/cloud-and-infrastructure-engineering,"ACCELERATORS 
           Observability & Infrastructure Automation",#,
capabilities/cloud-and-infrastructure-engineering/index.html,/capabilities/cloud-and-infrastructure-engineering,"All
        insights",#,
capabilities/cloud-and-infrastructure-engineering/index.html,/capabilities/cloud-and-infrastructure-engineering,Read,#,insight-readlink
capabilities/cloud-and-infrastructure-engineering/index.html,/capabilities/cloud-and-infrastructure-engineering,Read,#,insight-readlink
capabilities/cloud-and-infrastructure-engineering/index.html,/capabilities/cloud-and-infrastructure-engineering,Read,#,insight-readlink
capabilities/cloud-and-infrastructure-engineering/index.html,/capabilities/cloud-and-infrastructure-engineering,Speak to our team  →,#,
capabilities/cloud-and-infrastructure-engineering/index.html,/capabilities/cloud-and-infrastructure-engineering,Explore Our Framework,#contact,cta-btn cta-band-btn
capabilities/digital-operations-and-security/index.html,/capabilities/digital-operations-and-security,Read more,#,acc-readmore
capabilities/digital-operations-and-security/index.html,/capabilities/digital-operations-and-security,Read more,#,acc-readmore
capabilities/digital-operations-and-security/index.html,/capabilities/digital-operations-and-security,Read more,#,acc-readmore
capabilities/digital-operations-and-security/index.html,/capabilities/digital-operations-and-security,"AI LAB 
           IT Service Management & Automation",#,
capabilities/digital-operations-and-security/index.html,/capabilities/digital-operations-and-security,"COES 
           Security & Governance",#,
capabilities/digital-operations-and-security/index.html,/capabilities/digital-operations-and-security,"ACCELERATORS 
           Identity & Access Management",#,
capabilities/digital-operations-and-security/index.html,/capabilities/digital-operations-and-security,"All
        insights",#,
capabilities/digital-operations-and-security/index.html,/capabilities/digital-operations-and-security,Read,#,insight-readlink
capabilities/digital-operations-and-security/index.html,/capabilities/digital-operations-and-security,Read,#,insight-readlink
capabilities/digital-operations-and-security/index.html,/capabilities/digital-operations-and-security,Read,#,insight-readlink
capabilities/digital-operations-and-security/index.html,/capabilities/digital-operations-and-security,Speak to our team  →,#,
capabilities/digital-operations-and-security/index.html,/capabilities/digital-operations-and-security,Request an Operations Assessment,#contact,cta-btn cta-band-btn
capabilities/digital-operations-and-security/index.html,/capabilities/digital-operations-and-security,Explore Our Frameworks,#assessment,cta-btn cta-band-btn-white
capabilities/index.html,/capabilities,Read more,#,acc-readmore
capabilities/index.html,/capabilities,Read more,#,acc-readmore
capabilities/index.html,/capabilities,Read more,#,acc-readmore
capabilities/index.html,/capabilities,"AI LAB 
           Application &amp; Platform Engineering",#,
capabilities/index.html,/capabilities,"COES 
           Microservices &amp; Modern Architectures",#,
capabilities/index.html,/capabilities,"ACCELERATORS 
           Cloud Engineering &amp; Transformation",#,
capabilities/index.html,/capabilities,"INTELLIGENT OPS 
           Cloud Engineering &amp; Transformation",#,
capabilities/index.html,/capabilities,"All
        insights",#,
capabilities/index.html,/capabilities,Read,#,insight-readlink
capabilities/index.html,/capabilities,Read,#,insight-readlink
capabilities/index.html,/capabilities,Read,#,insight-readlink
capabilities/index.html,/capabilities,Speak to our team  →,#,
capabilities/index.html,/capabilities,Start the conversation,#contact,cta-btn cta-band-btn
capabilities/security-and-governance/index.html,/capabilities/security-and-governance,Read more,#,acc-readmore
capabilities/security-and-governance/index.html,/capabilities/security-and-governance,Read more,#,acc-readmore
capabilities/security-and-governance/index.html,/capabilities/security-and-governance,Read more,#,acc-readmore
capabilities/security-and-governance/index.html,/capabilities/security-and-governance,"AI LAB 
           Governance Automation",#,
capabilities/security-and-governance/index.html,/capabilities/security-and-governance,"COES 
           Explainable AI & Responsible AI",#,
capabilities/security-and-governance/index.html,/capabilities/security-and-governance,"ACCELERATORS 
           Zero-Trust Security Engineering",#,
capabilities/security-and-governance/index.html,/capabilities/security-and-governance,"All
        insights",#,
capabilities/security-and-governance/index.html,/capabilities/security-and-governance,Read,#,insight-readlink
capabilities/security-and-governance/index.html,/capabilities/security-and-governance,Read,#,insight-readlink
capabilities/security-and-governance/index.html,/capabilities/security-and-governance,Read,#,insight-readlink
capabilities/security-and-governance/index.html,/capabilities/security-and-governance,Speak to our team  →,#,
capabilities/security-and-governance/index.html,/capabilities/security-and-governance,Request a Governance Assessment,#contact,cta-btn cta-band-btn
capabilities/security-and-governance/index.html,/capabilities/security-and-governance,Explore Our Frameworks,#assessment,cta-btn cta-band-btn-white
celsior-ai-lab/index.html,/celsior-ai-lab,Explore Modernization →,#,solution-link
celsior-ai-lab/index.html,/celsior-ai-lab,Explore Cloud Engineering →,#,solution-link
celsior-ai-lab/index.html,/celsior-ai-lab,Learn About Teams-as-a-Service →,#,solution-link
celsior-ai-lab/index.html,/celsior-ai-lab,Read More,#,approach-btn
celsior-ai-lab/index.html,/celsior-ai-lab,"AI STRATEGY Capability 
           Enterprise AI Pilots",#,
celsior-ai-lab/index.html,/celsior-ai-lab,"AI DELIVERY Capability 
           Agentic Workflows",#,
celsior-ai-lab/index.html,/celsior-ai-lab,"AI ACCELERATION Capability 
           GenAI Accelerators",#,
celsior-ai-lab/index.html,/celsior-ai-lab,"All
        insights",#,
celsior-ai-lab/index.html,/celsior-ai-lab,Read,#,insight-readlink
celsior-ai-lab/index.html,/celsior-ai-lab,Read,#,insight-readlink
celsior-ai-lab/index.html,/celsior-ai-lab,Read,#,insight-readlink
celsior-ai-lab/index.html,/celsior-ai-lab,Speak to an AI Lab Architect  →,#,
celsior-ai-lab/index.html,/celsior-ai-lab,Start with an AI Readiness Assessment,#contact,cta-btn cta-band-btn
celsior-ai-lab.html,/celsior-ai-lab,Explore Modernization →,#,solution-link
celsior-ai-lab.html,/celsior-ai-lab,Explore Cloud Engineering →,#,solution-link
celsior-ai-lab.html,/celsior-ai-lab,Learn About Teams-as-a-Service →,#,solution-link
celsior-ai-lab.html,/celsior-ai-lab,Read More,#,approach-btn
celsior-ai-lab.html,/celsior-ai-lab,"AI STRATEGY Capability 
           Enterprise AI Pilots",#,
celsior-ai-lab.html,/celsior-ai-lab,"AI DELIVERY Capability 
           Agentic Workflows",#,
celsior-ai-lab.html,/celsior-ai-lab,"AI ACCELERATION Capability 
           GenAI Accelerators",#,
celsior-ai-lab.html,/celsior-ai-lab,"All
        insights",#,
celsior-ai-lab.html,/celsior-ai-lab,Read,#,insight-readlink
celsior-ai-lab.html,/celsior-ai-lab,Read,#,insight-readlink
celsior-ai-lab.html,/celsior-ai-lab,Read,#,insight-readlink
celsior-ai-lab.html,/celsior-ai-lab,Speak to an AI Lab Architect  →,#,
celsior-ai-lab.html,/celsior-ai-lab,Start with an AI Readiness Assessment,#contact,cta-btn cta-band-btn
cloud-infrastructure-engineering.html,/cloud-infrastructure-engineering,Read more,#,acc-readmore
cloud-infrastructure-engineering.html,/cloud-infrastructure-engineering,Read more,#,acc-readmore
cloud-infrastructure-engineering.html,/cloud-infrastructure-engineering,Read more,#,acc-readmore
cloud-infrastructure-engineering.html,/cloud-infrastructure-engineering,"AI LAB 
           Cloud Strategy & Migration",#,
cloud-infrastructure-engineering.html,/cloud-infrastructure-engineering,"COES 
           DevOps & Site Reliability Engineering",#,
cloud-infrastructure-engineering.html,/cloud-infrastructure-engineering,"ACCELERATORS 
           Observability & Infrastructure Automation",#,
cloud-infrastructure-engineering.html,/cloud-infrastructure-engineering,"All
        insights",#,
cloud-infrastructure-engineering.html,/cloud-infrastructure-engineering,Read,#,insight-readlink
cloud-infrastructure-engineering.html,/cloud-infrastructure-engineering,Read,#,insight-readlink
cloud-infrastructure-engineering.html,/cloud-infrastructure-engineering,Read,#,insight-readlink
cloud-infrastructure-engineering.html,/cloud-infrastructure-engineering,Speak to our team  →,#,
cloud-infrastructure-engineering.html,/cloud-infrastructure-engineering,Explore Our Framework,#contact,cta-btn cta-band-btn
cost-efficiency.html,/cost-efficiency,Explore Further →,#,solution-link
cost-efficiency.html,/cost-efficiency,Explore Further →,#,solution-link
cost-efficiency.html,/cost-efficiency,Explore Further →,#,solution-link
cost-efficiency.html,/cost-efficiency,Get Started,#consultation,em-cta
cost-efficiency.html,/cost-efficiency,"Modernization Hub 
           Core &amp; Legacy Modernization",#,
cost-efficiency.html,/cost-efficiency,"Cloud CoE 
           Cloud Transformation &amp; Continuous Modernization",#,
cost-efficiency.html,/cost-efficiency,"AI Accelerators 
           Enterprise AI Enablement",#,
cost-efficiency.html,/cost-efficiency,"All
        insights",#,
cost-efficiency.html,/cost-efficiency,Read,#,insight-readlink
cost-efficiency.html,/cost-efficiency,Read,#,insight-readlink
cost-efficiency.html,/cost-efficiency,Read,#,insight-readlink
cost-efficiency.html,/cost-efficiency,Speak with our Cost & Efficiency practice  →,#,
cost-efficiency.html,/cost-efficiency,Assess Your Cost Structure →,#contact,cta-btn cta-band-btn
cost-efficiency.html,/cost-efficiency,Speak with Our Cost & Efficiency Practice,#assessment,cta-btn cta-band-btn-white
design-lab/index.html,/design-lab,Read more,#,acc-readmore
design-lab/index.html,/design-lab,Read more,#,acc-readmore
design-lab/index.html,/design-lab,Read more,#,acc-readmore
design-lab/index.html,/design-lab,"3 Disciplines 
           CX Journey Design, Service Blueprinting
Digital Product Prototyping",#,
design-lab/index.html,/design-lab,"3 Industries 
           Banking & Finance, Healthcare, Insurance",#,
design-lab/index.html,/design-lab,"End-to-End 
           From strategy and research to managed delivery and user support",#,
design-lab/index.html,/design-lab,"All
        insights",#,
design-lab/index.html,/design-lab,Read,#,insight-readlink
design-lab/index.html,/design-lab,Read,#,insight-readlink
design-lab/index.html,/design-lab,Read,#,insight-readlink
design-lab/index.html,/design-lab,Speak to an AI Lab Architect  →,#,
design-lab/index.html,/design-lab,Start the conversation,#contact,cta-btn cta-band-btn
design-lab.html,/design-lab,Read more,#,acc-readmore
design-lab.html,/design-lab,Read more,#,acc-readmore
design-lab.html,/design-lab,Read more,#,acc-readmore
design-lab.html,/design-lab,"3 Disciplines 
           CX Journey Design, Service Blueprinting
Digital Product Prototyping",#,
design-lab.html,/design-lab,"3 Industries 
           Banking & Finance, Healthcare, Insurance",#,
design-lab.html,/design-lab,"End-to-End 
           From strategy and research to managed delivery and user support",#,
design-lab.html,/design-lab,"All
        insights",#,
design-lab.html,/design-lab,Read,#,insight-readlink
design-lab.html,/design-lab,Read,#,insight-readlink
design-lab.html,/design-lab,Read,#,insight-readlink
design-lab.html,/design-lab,Speak to an AI Lab Architect  →,#,
design-lab.html,/design-lab,Start the conversation,#contact,cta-btn cta-band-btn
digital-experience.html,/digital-experience,Explore Further →,#,solution-link
digital-experience.html,/digital-experience,Explore Further →,#,solution-link
digital-experience.html,/digital-experience,Explore Further →,#,solution-link
digital-experience.html,/digital-experience,Get Started,#consultation,em-cta
digital-experience.html,/digital-experience,"Modernization Hub 
           Core &amp; Legacy Modernization",#,
digital-experience.html,/digital-experience,"Cloud CoE 
           Cloud Transformation &amp; Continuous Modernization",#,
digital-experience.html,/digital-experience,"AI Accelerators 
           Enterprise AI Enablement",#,
digital-experience.html,/digital-experience,"All
        insights",#,
digital-experience.html,/digital-experience,Read,#,insight-readlink
digital-experience.html,/digital-experience,Read,#,insight-readlink
digital-experience.html,/digital-experience,Read,#,insight-readlink
digital-experience.html,/digital-experience,Speak with our Digital Experience practice  →,#,
digital-experience.html,/digital-experience,Speak with Our R&C Practice →,#contact,cta-btn cta-band-btn
digital-experience.html,/digital-experience,Assess Your Control Environment →,#assessment,cta-btn cta-band-btn-white
digital-operations.html,/digital-operations,Read more,#,acc-readmore
digital-operations.html,/digital-operations,Read more,#,acc-readmore
digital-operations.html,/digital-operations,Read more,#,acc-readmore
digital-operations.html,/digital-operations,"AI LAB 
           IT Service Management & Automation",#,
digital-operations.html,/digital-operations,"COES 
           Security & Governance",#,
digital-operations.html,/digital-operations,"ACCELERATORS 
           Identity & Access Management",#,
digital-operations.html,/digital-operations,"All
        insights",#,
digital-operations.html,/digital-operations,Read,#,insight-readlink
digital-operations.html,/digital-operations,Read,#,insight-readlink
digital-operations.html,/digital-operations,Read,#,insight-readlink
digital-operations.html,/digital-operations,Speak to our team  →,#,
digital-operations.html,/digital-operations,Request an Operations Assessment,#contact,cta-btn cta-band-btn
digital-operations.html,/digital-operations,Explore Our Frameworks,#assessment,cta-btn cta-band-btn-white
frameworks-accelerators/index.html,/frameworks-accelerators,Speak to a specialist  →,#,
frameworks-accelerators/index.html,/frameworks-accelerators,Talk to Our Healthcare Team,#contact,cta-band-btn-primary cta-band-btn
frameworks-accelerators/index.html,/frameworks-accelerators,Download Our Capabilities Overview,#,cta-band-btn-outline
frameworks-accelerators.html,/frameworks-accelerators,Speak to a specialist  →,#,
frameworks-accelerators.html,/frameworks-accelerators,Talk to Our Healthcare Team,#contact,cta-band-btn-primary cta-band-btn
frameworks-accelerators.html,/frameworks-accelerators,Download Our Capabilities Overview,#,cta-band-btn-outline
gcc-nearshore.html,/gcc-nearshore,"Enterprise AI Enablement  
           BOT Model One-line",#,
gcc-nearshore.html,/gcc-nearshore,"Nearshore Delivery 
           Nearshore Delivery: Mexico and LATAM",#,
gcc-nearshore.html,/gcc-nearshore,"AI-Led Engineering  
           Dedicated Engineering Pods",#,
gcc-nearshore.html,/gcc-nearshore,"All
        insights",#,
gcc-nearshore.html,/gcc-nearshore,Read,#,insight-readlink
gcc-nearshore.html,/gcc-nearshore,Read,#,insight-readlink
gcc-nearshore.html,/gcc-nearshore,Read,#,insight-readlink
gcc-nearshore.html,/gcc-nearshore,Speak to our team  →,#,
gcc-nearshore.html,/gcc-nearshore,Start the conversation,#contact,cta-btn cta-band-btn
hire-train-deploy.html,/hire-train-deploy,"AI Lab 
           Managed Platform Operations",#,
